selection_policy,model,branch,selection_metric,q_order,q_id,q,joint_grid_index,grid_index,c,kappa,gate_half_score_F,mean_fractional_rank,worst_cohort_fractional_rank,mean_metric_regret,near_optimal_rank_tolerance,near_optimal_joint_triples,near_optimal_q_count,near_optimal_q_ids,q_is_zero_or_infinity,c_at_boundary,kappa_at_boundary,pdac_metric,pdac_rank,pdac_fractional_rank,pdac_regret,covid_spike_metric,covid_spike_rank,covid_spike_fractional_rank,covid_spike_regret,covid_nonspike_metric,covid_nonspike_rank,covid_nonspike_fractional_rank,covid_nonspike_regret,system_id
all_contexts_equal_weight,focal_hla,pr,average_precision,0,q0,0.0,25663,25663,-0.65,0.0003112274226232321,0.522045776761016,0.08474626313365326,0.1241954468689843,0.0027243488231422273,0.01,46,1,q0,True,False,False,0.24650329774409596,23188.0,0.09127913614121556,0.004259587484972072,0.6608164271032481,31549.5,0.1241954468689843,0.001180913317415877,0.575957923448281,9848.0,0.03876420639075989,0.0027325456670387327,focal_hla__self_gated_hillq_all_contexts_selected
all_contexts_equal_weight,full_hla,pr,average_precision,0,q0,0.0,25693,25693,-0.65,0.005318295896944991,0.522045776761016,0.04644986215158995,0.050125382347267766,0.0033465066986746173,0.01,45,1,q0,True,False,False,0.24159297887535713,12264.0,0.04827515618664452,0.004794320447566142,0.6649929553874313,10403.0,0.04094904792085756,0.001118346844040441,0.5845239867752815,12734.0,0.050125382347267766,0.004126852804417269,full_hla__self_gated_hillq_all_contexts_selected
all_contexts_equal_weight,full_q_mono_pn,pr,average_precision,0,q0,0.0,24327,24327,-1.25,0.0020647823694200057,0.2865047968601901,0.07323155777232769,0.21357711703270962,0.004042993397290362,0.01,593,3,q0|q0p5|q1,True,False,False,0.22941834448650836,1329.0,0.005227873066612079,0.0007911828519711617,0.6654101753605975,227.0,0.0008896832176613929,0.0004415936074882998,0.5771310498384915,54254.5,0.21357711703270962,0.010896203732411625,full_q_mono_pn__self_gated_hillq_all_contexts_selected
all_contexts_equal_weight,mono_q_full_pn,pr,average_precision,0,q0,0.0,26597,26597,-0.25,0.005318295896944991,0.7788007830714049,0.13585252778947837,0.21271302204918452,0.012423650544495254,0.01,143,4,q0|q0p5|q1|q1p5,True,False,False,0.22441735038763932,1042.0,0.004098054113210221,0.0014630873509801634,0.6700090304257695,54035.0,0.21271302204918452,0.007115300272970471,0.5966571209612557,48455.0,0.1907465072060404,0.028692564009535126,mono_q_full_pn__self_gated_hillq_all_contexts_selected
all_contexts_equal_weight,old_monoallelic,pr,average_precision,1,q0p5,0.5,58671,26918,-0.1,0.0009686250859269985,0.9048374180359595,0.07108345832201546,0.10389019891899552,0.004787389798188935,0.01,25,1,q0p5,False,False,False,0.19010804453864394,13336.0,0.05249524649342776,0.006399923785191386,0.6695506559369309,26391.5,0.10389019891899552,0.0021632119977252895,0.6030289455405478,14446.0,0.0568649295536231,0.005799033611650128,old_monoallelic__self_gated_hillq_all_contexts_selected
all_contexts_equal_weight,focal_hla,roc,auroc,0,q0,0.0,25663,25663,-0.65,0.0003112274226232321,0.522045776761016,0.027897736294220075,0.03205024741854084,0.004182747622040776,0.01,110,1,q0,True,False,False,0.7167048054919909,8124.5,0.03197938769324037,0.011212814645308877,0.5343238594782688,8142.5,0.03205024741854084,0.000627888500670637,0.7287524874443286,4996.0,0.019663573770879014,0.0007075397201428135,focal_hla__self_gated_hillq_all_contexts_selected
all_contexts_equal_weight,full_hla,roc,auroc,0,q0,0.0,25654,25654,-0.65,0.00013282183136484435,0.522045776761016,0.024761537341106907,0.030975541584817124,0.00504131320640222,0.01,391,1,q0,True,False,False,0.7157894736842105,7869.5,0.030975541584817124,0.01350114416475967,0.5395007360960428,5844.0,0.02300185416281203,0.00039723558205684295,0.7359194857702391,5159.5,0.02030721627569157,0.0012255598723901473,full_hla__self_gated_hillq_all_contexts_selected
all_contexts_equal_weight,full_q_mono_pn,roc,auroc,0,q0,0.0,25003,25003,-0.95,0.0017088133982921087,0.38674102345450123,0.037055043572169974,0.0892399507131244,0.0027106437880026757,0.01,51,1,q0,True,False,False,0.7073226544622425,1481.0,0.005826244080260449,0.0032036613272311554,0.5378961321498845,4090.5,0.01609893592312507,0.0010194289489345865,0.7335583878202091,22670.0,0.0892399507131244,0.003908841087842285,full_q_mono_pn__self_gated_hillq_all_contexts_selected
all_contexts_equal_weight,mono_q_full_pn,roc,auroc,0,q0,0.0,26811,26811,-0.15,0.0017088133982921087,0.8607079764250578,0.035697554945812,0.0398408805501864,0.009996278127251457,0.01,81,1,q0,True,False,False,0.6778032036613272,10121.5,0.0398408805501864,0.02540045766590393,0.5452328882586274,8923.5,0.0351247721662999,0.0015718569268489135,0.7520112764142898,8162.0,0.03212701212094968,0.003016519789001526,mono_q_full_pn__self_gated_hillq_all_contexts_selected
all_contexts_equal_weight,old_monoallelic,roc,auroc,0,q0,0.0,26789,26789,-0.15,0.00021316631165338437,0.8607079764250578,0.03872877652810966,0.049639205898678464,0.010497114249776804,0.01,82,1,q0,True,False,False,0.6684210526315789,12610.5,0.049639205898678464,0.027459954233409634,0.5414840664394308,9006.5,0.03545151423296316,0.0014081218303021448,0.7483567074133738,7900.0,0.031095609452687356,0.0026232666856186304,old_monoallelic__self_gated_hillq_all_contexts_selected
