endpoint_id,label
nci_obs_000000,1
nci_obs_000001,1
nci_obs_000002,1
nci_obs_000003,1
nci_obs_000004,1
nci_obs_000005,1
nci_obs_000006,1
nci_obs_000007,1
nci_obs_000008,1
nci_obs_000009,1
nci_obs_000010,1
nci_obs_000011,1
nci_obs_000012,1
nci_obs_000013,1
nci_obs_000014,1
nci_obs_000015,1
nci_obs_000016,1
nci_obs_000017,1
nci_obs_000018,1
nci_obs_000019,1
nci_obs_000020,1
nci_obs_000021,1
nci_obs_000022,1
nci_obs_000023,1
nci_obs_000024,1
nci_obs_000025,1
nci_obs_000026,1
nci_obs_000027,1
nci_obs_000028,1
nci_obs_000029,1
nci_obs_000030,1
nci_obs_000031,1
nci_obs_000032,1
nci_obs_000033,1
nci_obs_000034,1
nci_obs_000035,1
nci_obs_000036,1
nci_obs_000037,1
nci_obs_000038,1
nci_obs_000039,1
nci_obs_000040,1
nci_obs_000041,1
nci_obs_000042,1
nci_obs_000043,1
nci_obs_000044,1
nci_obs_000045,1
nci_obs_000046,1
nci_obs_000047,1
nci_obs_000048,1
nci_obs_000049,1
nci_obs_000050,1
nci_obs_000051,1
nci_obs_000052,1
nci_obs_000053,1
nci_obs_000054,1
nci_obs_000055,1
nci_obs_000056,1
nci_obs_000057,1
nci_obs_000058,1
nci_obs_000059,1
nci_obs_000060,1
nci_obs_000061,1
nci_obs_000062,1
nci_obs_000063,1
nci_obs_000064,1
nci_obs_000065,1
nci_obs_000066,1
nci_obs_000067,1
nci_obs_000068,1
nci_obs_000069,1
nci_obs_000070,1
nci_obs_000071,1
nci_obs_000072,1
nci_obs_000073,1
nci_obs_000074,1
nci_obs_000075,1
nci_obs_000076,1
nci_obs_000077,1
nci_obs_000078,1
nci_obs_000079,1
nci_obs_000080,1
nci_obs_000081,1
nci_obs_000082,1
nci_obs_000083,1
nci_obs_000084,1
nci_obs_000085,1
nci_obs_000086,1
nci_obs_000087,1
nci_obs_000088,1
nci_obs_000089,1
nci_obs_000090,1
nci_obs_000091,1
nci_obs_000092,1
nci_obs_000093,1
nci_obs_000094,1
nci_obs_000095,1
nci_obs_000096,1
nci_obs_000097,1
nci_obs_000098,1
nci_obs_000099,1
nci_obs_000100,1
nci_obs_000101,1
nci_obs_000102,1
nci_obs_000103,1
nci_obs_000104,1
nci_obs_000105,1
nci_obs_000106,1
nci_obs_000107,1
nci_obs_000108,1
nci_obs_000109,1
nci_obs_000110,1
nci_obs_000111,1
nci_obs_000112,1
nci_obs_000113,1
nci_obs_000114,1
nci_obs_000115,1
nci_obs_000116,1
nci_obs_000117,1
nci_obs_000118,1
nci_obs_000119,1
nci_obs_000120,1
nci_obs_000121,1
nci_obs_000122,1
nci_obs_000123,1
nci_obs_000124,1
nci_obs_000125,1
nci_obs_000126,1
nci_obs_000127,1
nci_obs_000128,1
nci_obs_000129,1
nci_obs_000130,1
nci_obs_000131,1
nci_obs_000132,1
nci_obs_000133,1
nci_obs_000134,1
nci_obs_000135,1
nci_obs_000136,1
nci_obs_000137,1
nci_obs_000138,1
nci_obs_000139,1
nci_obs_000140,1
nci_obs_000141,1
nci_obs_000142,1
nci_obs_000143,1
nci_obs_000144,1
nci_obs_000145,1
nci_obs_000146,1
nci_obs_000147,1
nci_obs_000148,1
nci_obs_000149,1
nci_obs_000150,1
nci_obs_000151,1
nci_obs_000152,1
nci_obs_000153,1
nci_obs_000154,1
nci_obs_000155,1
nci_obs_000156,1
nci_obs_000157,1
nci_obs_000158,1
nci_obs_000159,1
nci_obs_000160,1
nci_obs_000161,1
nci_obs_000162,1
nci_obs_000163,1
nci_obs_000164,1
nci_obs_000165,1
nci_obs_000166,1
nci_obs_000167,1
nci_obs_000168,1
nci_obs_000169,1
nci_obs_000170,1
nci_obs_000171,1
nci_obs_000172,1
nci_obs_000173,1
nci_obs_000174,1
nci_obs_000175,1
nci_obs_000176,1
nci_obs_000177,1
nci_obs_000178,1
nci_obs_000179,1
nci_obs_000180,1
nci_obs_000181,1
nci_obs_000182,1
nci_obs_000183,1
nci_obs_000184,1
nci_obs_000185,1
nci_obs_000186,1
nci_obs_000187,1
nci_obs_000188,1
nci_obs_000189,1
nci_obs_000190,1
nci_obs_000191,1
nci_obs_000192,1
nci_obs_000193,1
nci_obs_000194,1
nci_obs_000195,1
nci_obs_000196,1
nci_obs_000197,1
nci_obs_000198,1
nci_obs_000199,1
nci_obs_000200,1
nci_obs_000201,1
nci_obs_000202,1
nci_obs_000203,1
nci_obs_000204,1
nci_obs_000205,1
nci_obs_000206,1
nci_obs_000207,1
nci_obs_000208,1
nci_obs_000209,1
nci_obs_000210,1
nci_obs_000211,1
nci_obs_000212,1
nci_obs_000213,1
nci_obs_000214,1
nci_obs_000215,1
nci_obs_000216,1
nci_obs_000217,1
nci_obs_000218,1
nci_obs_000219,1
nci_obs_000220,1
nci_obs_000221,1
nci_obs_000222,1
nci_obs_000223,1
nci_obs_000224,1
nci_obs_000225,1
nci_obs_000226,1
nci_obs_000227,1
nci_obs_000228,1
nci_obs_000229,1
nci_obs_000230,1
nci_obs_000231,1
nci_obs_000232,1
nci_obs_000233,1
nci_obs_000234,1
nci_obs_000235,1
nci_obs_000236,1
nci_obs_000237,1
nci_obs_000238,1
nci_obs_000239,1
nci_obs_000240,1
nci_obs_000241,1
nci_obs_000242,1
nci_obs_000243,1
nci_obs_000244,1
nci_obs_000245,1
nci_obs_000246,1
nci_obs_000247,1
nci_obs_000248,1
nci_obs_000249,1
nci_obs_000250,0
nci_obs_000251,0
nci_obs_000252,0
nci_obs_000253,0
nci_obs_000254,0
nci_obs_000255,0
nci_obs_000256,0
nci_obs_000257,0
nci_obs_000258,0
nci_obs_000259,0
nci_obs_000260,0
nci_obs_000261,0
nci_obs_000262,0
nci_obs_000263,0
nci_obs_000264,0
nci_obs_000265,0
nci_obs_000266,0
nci_obs_000267,0
nci_obs_000268,0
nci_obs_000269,0
nci_obs_000270,0
nci_obs_000271,0
nci_obs_000272,0
nci_obs_000273,0
nci_obs_000274,0
nci_obs_000275,0
nci_obs_000276,0
nci_obs_000277,0
nci_obs_000278,0
nci_obs_000279,0
nci_obs_000280,0
nci_obs_000281,0
nci_obs_000282,0
nci_obs_000283,0
nci_obs_000284,0
nci_obs_000285,0
nci_obs_000286,0
nci_obs_000287,0
nci_obs_000288,0
nci_obs_000289,0
nci_obs_000290,0
nci_obs_000291,0
nci_obs_000292,0
nci_obs_000293,0
nci_obs_000294,0
nci_obs_000295,0
nci_obs_000296,0
nci_obs_000297,0
nci_obs_000298,0
nci_obs_000299,0
nci_obs_000300,0
nci_obs_000301,0
nci_obs_000302,0
nci_obs_000303,0
nci_obs_000304,0
nci_obs_000305,0
nci_obs_000306,0
nci_obs_000307,0
nci_obs_000308,0
nci_obs_000309,0
nci_obs_000310,0
nci_obs_000311,0
nci_obs_000312,0
nci_obs_000313,0
